Country,Month,Total Passengers,Year
Russia,01 May 2003,25542,2003
Taiwan,01 May 2003,73114,2003
Costa Rica,01 April 2003,111371,2003
Taiwan,01 April 2003,97266,2003
Belgium,01 April 2003,40280,2003
Haiti,01 April 2003,52987,2003
Italy,01 April 2003,121417,2003
Panama,01 April 2003,51950,2003
Russia,01 April 2003,22074,2003
Germany,01 April 2003,491971,2003
Chile,01 April 2003,26027,2003
United Arab Emirates,01 April 2003,2366,2003
Antilles,01 April 2003,68277,2003
Philippines,01 April 2003,54017,2003
Brazil,01 April 2003,129671,2003
Japan,01 April 2003,558360,2003
Trinidad and Tobago,01 April 2003,29637,2003
Aruba,01 April 2003,64640,2003
Turkey,01 April 2003,11198,2003
Venezuela,01 April 2003,52019,2003
China,01 April 2003,30282,2003
United Kingdom,01 April 2003,1190301,2003
Switzerland,01 April 2003,100975,2003
Honduras,01 April 2003,41188,2003
Jamaica,01 April 2003,186406,2003
Guatemala,01 April 2003,74891,2003
South Korea,01 April 2003,136178,2003
Mexico,01 April 2003,1038876,2003
Ireland,01 April 2003,109314,2003
Hong Kong,01 April 2003,31199,2003
Ecuador,01 April 2003,37143,2003
Israel,01 April 2003,48617,2003
France,01 April 2003,364388,2003
Peru,01 April 2003,68696,2003
Bahamas,01 April 2003,262865,2003
Australia,01 April 2003,92805,2003
Canada,01 April 2003,1174623,2003
El Salvador,01 April 2003,85919,2003
Cayman Islands,01 April 2003,56232,2003
Dominican Republic,01 April 2003,213938,2003
Netherlands,01 April 2003,301485,2003
Colombia,01 April 2003,77423,2003
Atlantic Ocean,01 April 2003,53471,2003
Iceland,01 April 2003,23128,2003
Argentina,01 April 2003,48216,2003
New Zealand,01 April 2003,56408,2003
Spain,01 April 2003,103650,2003
Denmark,01 April 2003,47800,2003
El Salvador,01 March 2003,82660,2003
Atlantic Ocean,01 March 2003,39920,2003
Israel,01 March 2003,36178,2003
Peru,01 March 2003,83895,2003
Cayman Islands,01 March 2003,66847,2003
Philippines,01 March 2003,46803,2003
Taiwan,01 March 2003,150870,2003
Guatemala,01 March 2003,75080,2003
Ireland,01 March 2003,107141,2003
Trinidad and Tobago,01 March 2003,31802,2003
Costa Rica,01 March 2003,132662,2003
Denmark,01 March 2003,51568,2003
Turkey,01 March 2003,15107,2003
United Kingdom,01 March 2003,1193583,2003
Japan,01 March 2003,920629,2003
Iceland,01 March 2003,20096,2003
Brazil,01 March 2003,164768,2003
France,01 March 2003,397426,2003
Dominican Republic,01 March 2003,200254,2003
Aruba,01 March 2003,69583,2003
Australia,01 March 2003,103957,2003
China,01 March 2003,60068,2003
Honduras,01 March 2003,44709,2003
Mexico,01 March 2003,1143562,2003
Netherlands,01 March 2003,319310,2003
New Zealand,01 March 2003,80900,2003
Chile,01 March 2003,37495,2003
South Korea,01 March 2003,160090,2003
Hong Kong,01 March 2003,102831,2003
Italy,01 March 2003,138388,2003
Argentina,01 March 2003,62222,2003
Venezuela,01 March 2003,50288,2003
Bahamas,01 March 2003,284030,2003
Antilles,01 March 2003,75877,2003
Germany,01 March 2003,489396,2003
Belgium,01 March 2003,39065,2003
Switzerland,01 March 2003,110856,2003
Canada,01 March 2003,1488019,2003
Panama,01 March 2003,63868,2003
Jamaica,01 March 2003,200203,2003
Spain,01 March 2003,113760,2003
Russia,01 March 2003,21410,2003
Haiti,01 March 2003,55080,2003
Ecuador,01 March 2003,51161,2003
Colombia,01 March 2003,75753,2003
United Arab Emirates,01 March 2003,3606,2003
Antilles,01 February 2003,63153,2003
Belgium,01 February 2003,29506,2003
Jamaica,01 February 2003,162082,2003
Panama,01 February 2003,59990,2003
Dominican Republic,01 February 2003,184038,2003
Argentina,01 February 2003,58862,2003
Israel,01 February 2003,37072,2003
Cayman Islands,01 February 2003,51534,2003
Venezuela,01 February 2003,44661,2003
Honduras,01 February 2003,36262,2003
Ireland,01 February 2003,84593,2003
Denmark,01 February 2003,39719,2003
El Salvador,01 February 2003,67886,2003
United Kingdom,01 February 2003,985670,2003
Spain,01 February 2003,92808,2003
Trinidad and Tobago,01 February 2003,25903,2003
Hong Kong,01 February 2003,102054,2003
Italy,01 February 2003,101597,2003
Haiti,01 February 2003,42138,2003
Taiwan,01 February 2003,155867,2003
New Zealand,01 February 2003,73574,2003
Philippines,01 February 2003,45551,2003
Colombia,01 February 2003,69391,2003
China,01 February 2003,48496,2003
Chile,01 February 2003,40156,2003
Mexico,01 February 2003,972200,2003
Brazil,01 February 2003,152267,2003
Switzerland,01 February 2003,89567,2003
Ecuador,01 February 2003,41552,2003
Netherlands,01 February 2003,268814,2003
Russia,01 February 2003,16822,2003
Peru,01 February 2003,76470,2003
Guatemala,01 February 2003,60520,2003
Atlantic Ocean,01 February 2003,26494,2003
Bahamas,01 February 2003,214373,2003
Australia,01 February 2003,103159,2003
Canada,01 February 2003,1341075,2003
South Korea,01 February 2003,166419,2003
Germany,01 February 2003,391670,2003
Costa Rica,01 February 2003,119205,2003
United Arab Emirates,01 February 2003,3460,2003
Aruba,01 February 2003,61502,2003
France,01 February 2003,325187,2003
Turkey,01 February 2003,16037,2003
Japan,01 February 2003,923024,2003
Iceland,01 February 2003,13476,2003
Costa Rica,01 January 2003,141150,2003
Panama,01 January 2003,74430,2003
Aruba,01 January 2003,64261,2003
South Korea,01 January 2003,209224,2003
Israel,01 January 2003,56139,2003
Belgium,01 January 2003,36643,2003
Guatemala,01 January 2003,87408,2003
Antilles,01 January 2003,67419,2003
Turkey,01 January 2003,21203,2003
Haiti,01 January 2003,54565,2003
Hong Kong,01 January 2003,137102,2003
Iceland,01 January 2003,16522,2003
Colombia,01 January 2003,127155,2003
Bahamas,01 January 2003,205364,2003
United Arab Emirates,01 January 2003,4742,2003
New Zealand,01 January 2003,83252,2003
Chile,01 January 2003,51080,2003
Italy,01 January 2003,132004,2003
Germany,01 January 2003,474012,2003
Mexico,01 January 2003,1112679,2003
Russia,01 January 2003,22017,2003
Brazil,01 January 2003,194805,2003
El Salvador,01 January 2003,100284,2003
Honduras,01 January 2003,47976,2003
Dominican Republic,01 January 2003,218950,2003
Switzerland,01 January 2003,108857,2003
United Kingdom,01 January 2003,1134411,2003
Philippines,01 January 2003,65890,2003
Denmark,01 January 2003,41260,2003
Trinidad and Tobago,01 January 2003,29856,2003
Venezuela,01 January 2003,65634,2003
Atlantic Ocean,01 January 2003,28276,2003
Cayman Islands,01 January 2003,51784,2003
Spain,01 January 2003,111888,2003
France,01 January 2003,383204,2003
Canada,01 January 2003,1403067,2003
Australia,01 January 2003,137557,2003
Netherlands,01 January 2003,321274,2003
China,01 January 2003,69570,2003
Argentina,01 January 2003,67751,2003
Japan,01 January 2003,1070274,2003
Ecuador,01 January 2003,48660,2003
Ireland,01 January 2003,90667,2003
Jamaica,01 January 2003,183030,2003
Peru,01 January 2003,91010,2003
Taiwan,01 January 2003,206809,2003
Italy,01 December 2000,188215,2000
Netherlands,01 December 2000,321627,2000
Mexico,01 December 2000,1214073,2000
France,01 December 2000,437040,2000
Jamaica,01 December 2000,191157,2000
Canada,01 December 2000,1399320,2000
Belgium,01 December 2000,97642,2000
Trinidad and Tobago,01 December 2000,40893,2000
El Salvador,01 December 2000,86080,2000
Honduras,01 December 2000,45157,2000
Costa Rica,01 December 2000,118811,2000
Taiwan,01 December 2000,191178,2000
Atlantic Ocean,01 December 2000,38514,2000
Germany,01 December 2000,546464,2000
Japan,01 December 2000,1209571,2000
Colombia,01 December 2000,130526,2000
Iceland,01 December 2000,30563,2000
Philippines,01 December 2000,60129,2000
Dominican Republic,01 December 2000,232866,2000
Ireland,01 December 2000,92502,2000
United Kingdom,01 December 2000,1281885,2000
Aruba,01 December 2000,59430,2000
Argentina,01 December 2000,92892,2000
Cayman Islands,01 December 2000,64184,2000
Bahamas,01 December 2000,201977,2000
Denmark,01 December 2000,30160,2000
Venezuela,01 December 2000,140026,2000
China,01 December 2000,71536,2000
Turkey,01 December 2000,24927,2000
Russia,01 December 2000,22983,2000
Chile,01 December 2000,58389,2000
Haiti,01 December 2000,44486,2000
Israel,01 December 2000,64904,2000
United Arab Emirates,01 December 2000,4890,2000
New Zealand,01 December 2000,75698,2000
Panama,01 December 2000,69288,2000
Switzerland,01 December 2000,146078,2000
Antilles,01 December 2000,66855,2000
Hong Kong,01 December 2000,124214,2000
Peru,01 December 2000,64262,2000
Ecuador,01 December 2000,38643,2000
South Korea,01 December 2000,231153,2000
Brazil,01 December 2000,236158,2000
Australia,01 December 2000,147491,2000
Spain,01 December 2000,116476,2000
Guatemala,01 December 2000,80887,2000
Canada,01 November 2000,1359254,2000
Israel,01 November 2000,59222,2000
Taiwan,01 November 2000,172037,2000
Argentina,01 November 2000,86379,2000
Mexico,01 November 2000,1095835,2000
Dominican Republic,01 November 2000,209899,2000
Cayman Islands,01 November 2000,61396,2000
South Korea,01 November 2000,218304,2000
Jamaica,01 November 2000,180950,2000
Australia,01 November 2000,123571,2000
Japan,01 November 2000,1204824,2000
United Kingdom,01 November 2000,1401751,2000
Venezuela,01 November 2000,112434,2000
Germany,01 November 2000,538976,2000
Aruba,01 November 2000,61854,2000
Switzerland,01 November 2000,151121,2000
Haiti,01 November 2000,34225,2000
Hong Kong,01 November 2000,119073,2000
Honduras,01 November 2000,36775,2000
Philippines,01 November 2000,47378,2000
Italy,01 November 2000,214143,2000
Guatemala,01 November 2000,77561,2000
El Salvador,01 November 2000,82503,2000
Bahamas,01 November 2000,191005,2000
Atlantic Ocean,01 November 2000,59630,2000
China,01 November 2000,69943,2000
Brazil,01 November 2000,191887,2000
Ecuador,01 November 2000,28765,2000
Panama,01 November 2000,52999,2000
Spain,01 November 2000,141153,2000
Costa Rica,01 November 2000,89582,2000
New Zealand,01 November 2000,60966,2000
Peru,01 November 2000,61476,2000
France,01 November 2000,444394,2000
Denmark,01 November 2000,33814,2000
Trinidad and Tobago,01 November 2000,32279,2000
Chile,01 November 2000,42764,2000
Belgium,01 November 2000,103276,2000
Ireland,01 November 2000,115459,2000
United Arab Emirates,01 November 2000,4063,2000
Turkey,01 November 2000,23485,2000
Russia,01 November 2000,22080,2000
Antilles,01 November 2000,57796,2000
Iceland,01 November 2000,34227,2000
Netherlands,01 November 2000,347726,2000
Colombia,01 November 2000,106111,2000
Guatemala,01 October 2000,64952,2000
United Arab Emirates,01 October 2000,4324,2000
Atlantic Ocean,01 October 2000,62142,2000
Germany,01 October 2000,681705,2000
Russia,01 October 2000,23855,2000
Panama,01 October 2000,56891,2000
Chile,01 October 2000,40184,2000
Brazil,01 October 2000,213632,2000
Switzerland,01 October 2000,189576,2000
Netherlands,01 October 2000,414731,2000
Ecuador,01 October 2000,29449,2000
Italy,01 October 2000,295295,2000
Honduras,01 October 2000,31652,2000
Antilles,01 October 2000,43631,2000
Trinidad and Tobago,01 October 2000,31362,2000
Iceland,01 October 2000,38532,2000
Israel,01 October 2000,76898,2000
Dominican Republic,01 October 2000,189792,2000
Hong Kong,01 October 2000,125412,2000
Ireland,01 October 2000,137062,2000
United Kingdom,01 October 2000,1532398,2000
Cayman Islands,01 October 2000,44856,2000
Aruba,01 October 2000,54330,2000
Philippines,01 October 2000,45148,2000
France,01 October 2000,551207,2000
Haiti,01 October 2000,36359,2000
El Salvador,01 October 2000,69223,2000
South Korea,01 October 2000,224501,2000
Australia,01 October 2000,152065,2000
Belgium,01 October 2000,125425,2000
China,01 October 2000,85536,2000
Japan,01 October 2000,1245281,2000
Jamaica,01 October 2000,157234,2000
Costa Rica,01 October 2000,72956,2000
Canada,01 October 2000,1436627,2000
Turkey,01 October 2000,28223,2000
New Zealand,01 October 2000,60922,2000
Venezuela,01 October 2000,116030,2000
Argentina,01 October 2000,95068,2000
Peru,01 October 2000,69562,2000
Taiwan,01 October 2000,168851,2000
Spain,01 October 2000,162322,2000
Colombia,01 October 2000,99200,2000
Bahamas,01 October 2000,164600,2000
Denmark,01 October 2000,39360,2000
Mexico,01 October 2000,982106,2000
China,01 September 2000,84470,2000
Ecuador,01 September 2000,30785,2000
Chile,01 September 2000,36616,2000
Switzerland,01 September 2000,194635,2000
Denmark,01 September 2000,40730,2000
Argentina,01 September 2000,91467,2000
Russia,01 September 2000,27255,2000
United Arab Emirates,01 September 2000,5107,2000
Trinidad and Tobago,01 September 2000,31022,2000
Honduras,01 September 2000,36045,2000
Taiwan,01 September 2000,184032,2000
New Zealand,01 September 2000,66563,2000
Turkey,01 September 2000,32486,2000
Belgium,01 September 2000,143330,2000
Panama,01 September 2000,61912,2000
Spain,01 September 2000,164848,2000
Iceland,01 September 2000,39533,2000
Aruba,01 September 2000,41689,2000
Italy,01 September 2000,302073,2000
United Kingdom,01 September 2000,1608153,2000
Mexico,01 September 2000,883131,2000
Brazil,01 September 2000,204511,2000
Jamaica,01 September 2000,165107,2000
Dominican Republic,01 September 2000,209989,2000
Philippines,01 September 2000,42625,2000
Netherlands,01 September 2000,441096,2000
Germany,01 September 2000,745516,2000
Canada,01 September 2000,1506870,2000
Costa Rica,01 September 2000,70891,2000
Cayman Islands,01 September 2000,36712,2000
France,01 September 2000,588034,2000
Israel,01 September 2000,85058,2000
Japan,01 September 2000,1359759,2000
Colombia,01 September 2000,101036,2000
Antilles,01 September 2000,36068,2000
Hong Kong,01 September 2000,124858,2000
South Korea,01 September 2000,233542,2000
Venezuela,01 September 2000,141764,2000
Peru,01 September 2000,77182,2000
Atlantic Ocean,01 September 2000,63596,2000
Ireland,01 September 2000,171081,2000
Guatemala,01 September 2000,59160,2000
Bahamas,01 September 2000,145228,2000
Haiti,01 September 2000,39598,2000
Australia,01 September 2000,163244,2000
El Salvador,01 September 2000,71915,2000
United Kingdom,01 August 2000,1750566,2000
Ireland,01 August 2000,179561,2000
Turkey,01 August 2000,40458,2000
Spain,01 August 2000,180667,2000
Dominican Republic,01 August 2000,310459,2000
New Zealand,01 August 2000,56041,2000
Atlantic Ocean,01 August 2000,88627,2000
France,01 August 2000,612148,2000
Chile,01 August 2000,34418,2000
Canada,01 August 2000,1781548,2000
El Salvador,01 August 2000,97057,2000
Aruba,01 August 2000,50112,2000
Taiwan,01 August 2000,230192,2000
Guatemala,01 August 2000,81593,2000
Honduras,01 August 2000,56084,2000
Italy,01 August 2000,311934,2000
Germany,01 August 2000,761015,2000
Switzerland,01 August 2000,204772,2000
Bahamas,01 August 2000,236810,2000
Panama,01 August 2000,74032,2000
Philippines,01 August 2000,56321,2000
Belgium,01 August 2000,151421,2000
South Korea,01 August 2000,304899,2000
Denmark,01 August 2000,42941,2000
Brazil,01 August 2000,227838,2000
Australia,01 August 2000,127028,2000
Ecuador,01 August 2000,46292,2000
Colombia,01 August 2000,128400,2000
Argentina,01 August 2000,89069,2000
Cayman Islands,01 August 2000,56457,2000
Venezuela,01 August 2000,152862,2000
Netherlands,01 August 2000,470077,2000
Costa Rica,01 August 2000,96985,2000
Jamaica,01 August 2000,248893,2000
Antilles,01 August 2000,51732,2000
Peru,01 August 2000,98012,2000
Iceland,01 August 2000,43952,2000
Japan,01 August 2000,1462117,2000
Haiti,01 August 2000,48914,2000
Israel,01 August 2000,129735,2000
Russia,01 August 2000,31706,2000
Hong Kong,01 August 2000,133482,2000
United Arab Emirates,01 August 2000,6040,2000
China,01 August 2000,92636,2000
Trinidad and Tobago,01 August 2000,51004,2000
Mexico,01 August 2000,1235003,2000
Peru,01 July 2000,96294,2000
Australia,01 July 2000,147996,2000
Japan,01 July 2000,1367353,2000
Italy,01 July 2000,314220,2000
Netherlands,01 July 2000,480682,2000
Taiwan,01 July 2000,217933,2000
Russia,01 July 2000,32809,2000
Costa Rica,01 July 2000,112488,2000
Philippines,01 July 2000,62624,2000
Panama,01 July 2000,76551,2000
Bahamas,01 July 2000,236922,2000
Hong Kong,01 July 2000,130940,2000
Dominican Republic,01 July 2000,334913,2000
El Salvador,01 July 2000,97701,2000
Aruba,01 July 2000,77315,2000
United Kingdom,01 July 2000,1792177,2000
United Arab Emirates,01 July 2000,5762,2000
Cayman Islands,01 July 2000,64394,2000
Mexico,01 July 2000,1305775,2000
Colombia,01 July 2000,133030,2000
Israel,01 July 2000,123075,2000
South Korea,01 July 2000,284921,2000
Guatemala,01 July 2000,86730,2000
Chile,01 July 2000,41135,2000
Ecuador,01 July 2000,46941,2000
Honduras,01 July 2000,60176,2000
Germany,01 July 2000,773626,2000
Denmark,01 July 2000,43721,2000
France,01 July 2000,635876,2000
China,01 July 2000,86551,2000
Trinidad and Tobago,01 July 2000,47316,2000
Brazil,01 July 2000,272468,2000
Spain,01 July 2000,187195,2000
Belgium,01 July 2000,153053,2000
Ireland,01 July 2000,188817,2000
New Zealand,01 July 2000,67247,2000
Venezuela,01 July 2000,126289,2000
Iceland,01 July 2000,44417,2000
Argentina,01 July 2000,97961,2000
Atlantic Ocean,01 July 2000,83515,2000
